concurso,metodo,dezenas,acertos
837,M3_mais_atrasadas,01-03-05-06-08-09-11-13-15-16-17-19-22-23-24,9
837,M4_par_impar_balanceado,01-02-04-05-09-10-13-14-15-16-17-18-19-20-22,9
837,M5_soma_faixa_comum,02-03-04-05-06-07-10-12-14-17-19-20-21-22-23,7
838,M1_aleatorio_puro,03-04-05-06-08-09-10-11-12-13-15-17-19-24-25,7
838,M2_mais_frequentes,01-02-04-11-12-13-14-15-17-19-21-22-23-24-25,8
838,M3_mais_atrasadas,01-02-03-04-05-06-07-09-12-17-19-21-23-24-25,8
838,M4_par_impar_balanceado,02-04-05-06-07-08-12-13-14-15-17-19-20-22-25,7
838,M5_soma_faixa_comum,01-02-07-08-10-11-12-13-14-16-17-18-20-22-23,9
839,M1_aleatorio_puro,01-04-07-08-09-10-13-14-17-18-19-20-21-23-25,9
839,M2_mais_frequentes,01-02-04-09-11-12-13-14-15-19-21-22-23-24-25,9
839,M3_mais_atrasadas,01-03-05-06-08-10-11-12-13-16-17-19-20-22-25,9
839,M4_par_impar_balanceado,02-05-06-08-09-10-13-15-18-19-20-21-22-23-24,8
839,M5_soma_faixa_comum,01-04-06-07-09-10-11-12-14-16-18-19-20-21-24,8
840,M1_aleatorio_puro,01-02-04-05-07-08-12-13-14-15-16-18-21-22-23,8
840,M2_mais_frequentes,01-02-04-11-12-13-14-15-17-19-21-22-23-24-25,11
840,M3_mais_atrasadas,01-04-05-09-10-11-12-13-15-16-18-20-22-23-25,10
840,M4_par_impar_balanceado,02-03-06-08-09-11-12-15-16-17-20-21-22-23-24,10
840,M5_soma_faixa_comum,03-04-05-06-07-10-11-12-14-16-17-18-19-20-23,9
841,M1_aleatorio_puro,07-08-11-13-14-15-16-17-19-20-21-22-23-24-25,9
841,M2_mais_frequentes,01-02-04-11-12-13-14-15-17-19-21-22-23-24-25,8
841,M3_mais_atrasadas,01-03-05-07-08-10-12-13-14-15-16-17-19-22-24,12
841,M4_par_impar_balanceado,01-02-03-04-05-07-08-10-11-14-16-17-18-23-24,9
841,M5_soma_faixa_comum,01-02-04-05-06-07-10-15-16-17-18-20-21-23-25,9
842,M1_aleatorio_puro,02-03-04-06-11-12-14-15-16-18-19-20-21-22-25,10
842,M2_mais_frequentes,01-02-04-11-12-13-14-15-17-19-21-22-23-24-25,9
842,M3_mais_atrasadas,02-04-07-09-11-14-15-17-18-19-20-21-22-23-25,10
842,M4_par_impar_balanceado,03-04-05-06-10-12-13-14-16-17-18-19-23-24-25,9
842,M5_soma_faixa_comum,01-02-03-04-06-07-08-11-15-16-17-21-23-24-25,7
843,M1_aleatorio_puro,01-03-05-07-11-12-14-15-16-17-18-20-22-23-24,10
843,M2_mais_frequentes,01-02-04-11-12-13-14-15-17-19-21-22-23-24-25,10
843,M3_mais_atrasadas,01-02-06-08-09-10-11-12-14-15-16-17-20-23-25,7
843,M4_par_impar_balanceado,01-02-03-04-05-06-08-09-10-13-15-20-21-22-24,9
843,M5_soma_faixa_comum,01-02-03-05-07-08-09-11-14-15-17-21-22-23-24,9
844,M1_aleatorio_puro,04-06-08-09-10-12-13-14-15-16-17-18-21-23-24,8
844,M2_mais_frequentes,01-02-04-11-12-13-14-15-17-19-21-22-23-24-25,8
844,M3_mais_atrasadas,01-02-05-06-09-10-14-16-18-19-20-21-22-23-25,8
844,M4_par_impar_balanceado,02-04-05-06-09-10-11-12-14-17-19-20-21-23-24,7
844,M5_soma_faixa_comum,01-02-04-07-08-09-10-13-14-15-18-19-20-23-25,8
845,M1_aleatorio_puro,02-03-05-06-08-10-11-14-16-18-19-21-22-23-25,11
845,M2_mais_frequentes,01-02-04-11-12-13-14-15-17-19-21-22-23-24-25,11
845,M3_mais_atrasadas,01-02-04-06-11-13-14-16-17-18-19-20-21-22-23,11
845,M4_par_impar_balanceado,01-02-04-05-07-08-09-10-13-14-16-19-20-22-25,8
845,M5_soma_faixa_comum,04-05-06-07-08-12-13-14-15-16-17-21-23-24-25,10
846,M1_aleatorio_puro,01-02-04-05-06-09-12-13-15-16-21-22-23-24-25,10
846,M2_mais_frequentes,01-02-04-11-12-13-14-15-17-19-21-22-23-24-25,11
846,M3_mais_atrasadas,01-03-05-07-08-09-10-12-13-14-15-17-18-20-25,8
846,M4_par_impar_balanceado,03-04-05-06-09-10-12-15-16-18-19-20-21-22-23,9
846,M5_soma_faixa_comum,01-03-05-07-09-10-11-12-13-15-17-18-19-22-24,8
847,M1_aleatorio_puro,04-06-08-09-10-13-14-15-16-17-18-19-21-23-25,9
847,M2_mais_frequentes,01-02-04-11-12-13-14-15-17-19-21-22-23-24-25,7
847,M3_mais_atrasadas,02-03-04-05-06-07-08-09-10-12-16-17-18-21-22,9
847,M4_par_impar_balanceado,01-02-06-08-09-10-12-13-14-15-17-20-21-22-25,10
847,M5_soma_faixa_comum,01-03-04-05-07-12-14-16-17-18-19-20-21-24-25,10
848,M1_aleatorio_puro,01-03-04-08-10-12-14-15-16-17-18-19-21-22-23,9
848,M2_mais_frequentes,01-02-04-11-12-13-14-15-17-19-21-22-23-24-25,9
848,M3_mais_atrasadas,02-04-06-08-10-12-15-16-17-18-19-20-22-23-24,8
848,M4_par_impar_balanceado,02-04-07-09-12-15-16-17-18-20-21-22-23-24-25,9
848,M5_soma_faixa_comum,03-04-05-06-07-08-09-11-15-16-18-20-23-24-25,9
849,M1_aleatorio_puro,01-02-05-06-09-10-11-12-13-17-20-22-23-24-25,10
849,M2_mais_frequentes,01-02-04-11-12-13-14-15-17-19-21-22-23-24-25,10
849,M3_mais_atrasadas,01-02-04-06-07-10-11-12-13-15-18-20-21-22-23,9
849,M4_par_impar_balanceado,01-04-06-07-08-09-10-13-14-15-16-17-22-24-25,10
849,M5_soma_faixa_comum,03-04-05-06-07-08-12-15-16-17-18-20-21-23-24,10
850,M1_aleatorio_puro,02-03-04-05-06-07-10-15-16-17-18-19-21-23-24,10
850,M2_mais_frequentes,01-02-04-11-12-13-14-15-17-19-21-22-23-24-25,8
850,M3_mais_atrasadas,01-02-03-06-07-08-09-11-12-13-15-17-19-21-22,8
850,M4_par_impar_balanceado,02-03-04-06-09-11-14-16-17-18-19-20-21-22-25,8
850,M5_soma_faixa_comum,01-02-03-05-06-09-10-12-15-17-18-19-22-23-25,8
851,M1_aleatorio_puro,01-06-08-10-12-13-14-15-16-17-18-19-20-22-23,11
851,M2_mais_frequentes,01-02-04-11-12-13-14-15-17-19-21-22-23-24-25,9
851,M3_mais_atrasadas,01-02-04-06-09-11-12-13-15-16-17-18-21-23-25,7
851,M4_par_impar_balanceado,01-02-03-04-06-08-11-12-13-15-17-18-22-24-25,9
851,M5_soma_faixa_comum,01-03-04-07-08-09-10-12-13-15-17-18-19-22-23,10
852,M1_aleatorio_puro,02-04-06-08-09-10-12-13-14-15-16-19-20-22-24,7
852,M2_mais_frequentes,01-02-04-11-12-13-14-15-17-19-21-22-23-24-25,9
852,M3_mais_atrasadas,02-03-06-07-08-09-11-12-15-16-19-21-22-23-25,9
852,M4_par_impar_balanceado,01-02-03-04-06-07-08-12-13-15-16-17-18-19-22,8
852,M5_soma_faixa_comum,04-05-07-08-09-11-12-13-14-15-16-17-22-23-25,8
853,M1_aleatorio_puro,03-04-06-08-10-11-12-13-15-16-19-20-22-23-24,9
853,M2_mais_frequentes,01-02-04-11-12-13-14-15-17-19-21-22-23-24-25,8
853,M3_mais_atrasadas,02-03-04-06-07-09-10-11-13-14-15-17-19-22-24,8
853,M4_par_impar_balanceado,02-03-04-05-06-07-08-09-10-12-13-14-22-23-25,9
853,M5_soma_faixa_comum,01-02-03-04-08-11-14-16-17-18-19-20-21-23-25,10
854,M1_aleatorio_puro,01-02-04-05-09-11-12-13-16-17-18-19-20-21-25,9
854,M2_mais_frequentes,01-02-04-11-12-13-14-15-17-19-21-22-23-24-25,8
854,M3_mais_atrasadas,01-02-04-07-10-11-13-14-15-16-18-20-22-24-25,9
854,M4_par_impar_balanceado,01-03-06-08-09-10-11-14-17-18-20-22-23-24-25,10
854,M5_soma_faixa_comum,01-04-06-08-09-11-14-15-16-17-18-19-21-23-25,8
855,M1_aleatorio_puro,03-04-06-08-09-13-15-16-17-18-19-20-21-24-25,10
855,M2_mais_frequentes,01-02-04-11-12-13-14-15-17-19-21-22-23-24-25,10
855,M3_mais_atrasadas,02-03-04-06-07-09-11-12-13-16-18-19-23-24-25,9
855,M4_par_impar_balanceado,01-02-04-05-06-07-10-12-13-14-15-16-17-19-24,8
855,M5_soma_faixa_comum,02-03-04-06-07-09-12-14-15-18-19-21-23-24-25,9
856,M1_aleatorio_puro,02-04-05-07-08-09-10-11-14-16-18-20-22-23-25,10
856,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-17-19-21-23-24-25,9
856,M3_mais_atrasadas,02-05-06-07-08-11-12-14-16-17-18-19-20-21-22,9
856,M4_par_impar_balanceado,01-02-03-04-09-12-14-15-16-17-18-19-22-24-25,9
856,M5_soma_faixa_comum,01-02-03-05-08-10-11-12-14-15-16-20-22-23-24,10
857,M1_aleatorio_puro,05-06-07-08-09-10-12-14-15-16-18-19-22-23-25,7
857,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-17-19-21-23-24-25,10
857,M3_mais_atrasadas,01-04-05-06-07-10-11-13-14-15-17-18-20-21-24,11
857,M4_par_impar_balanceado,01-02-04-06-09-12-14-15-16-17-19-20-22-23-25,8
857,M5_soma_faixa_comum,01-02-03-04-09-10-12-14-15-18-19-20-23-24-25,9
858,M1_aleatorio_puro,03-04-06-07-08-12-14-15-16-17-19-20-21-23-25,10
858,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-17-19-21-23-24-25,9
858,M3_mais_atrasadas,01-02-04-05-06-07-09-10-12-15-17-19-22-23-25,11
858,M4_par_impar_balanceado,01-02-05-08-10-13-16-18-19-20-21-22-23-24-25,8
858,M5_soma_faixa_comum,01-03-04-06-08-10-11-12-14-16-17-18-19-21-23,10
859,M1_aleatorio_puro,01-02-03-04-05-08-13-15-16-17-18-19-20-21-25,10
859,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-17-19-21-23-24-25,9
859,M3_mais_atrasadas,02-04-07-08-10-11-13-14-15-16-18-20-21-22-24,8
859,M4_par_impar_balanceado,02-03-04-06-08-09-10-13-14-16-17-19-20-23-25,11
859,M5_soma_faixa_comum,01-04-05-08-09-10-11-12-14-16-17-19-20-22-25,10
860,M1_aleatorio_puro,03-04-05-09-10-12-14-16-17-18-20-21-22-23-25,9
860,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-17-19-21-23-24-25,8
860,M3_mais_atrasadas,01-05-07-08-09-12-15-16-17-18-21-22-23-24-25,8
860,M4_par_impar_balanceado,01-02-03-04-05-07-10-11-12-14-15-17-20-22-24,9
860,M5_soma_faixa_comum,01-02-03-06-07-09-11-12-14-15-16-18-21-22-24,9
861,M1_aleatorio_puro,01-02-03-05-07-08-10-13-15-16-20-22-23-24-25,8
861,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-20-21-23-24-25,9
861,M3_mais_atrasadas,01-02-03-04-06-08-09-11-12-17-18-20-21-23-24,9
861,M4_par_impar_balanceado,02-04-06-08-09-10-13-15-16-17-21-22-23-24-25,9
861,M5_soma_faixa_comum,02-03-04-05-06-08-12-14-15-16-17-18-20-23-24,8
862,M1_aleatorio_puro,03-04-05-06-07-08-14-17-18-19-20-21-22-24-25,9
862,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-17-19-21-23-24-25,11
862,M3_mais_atrasadas,02-03-05-06-08-12-13-16-17-18-20-21-23-24-25,9
862,M4_par_impar_balanceado,04-06-09-10-11-12-13-14-15-17-18-21-22-23-24,9
862,M5_soma_faixa_comum,01-04-05-06-07-09-10-14-16-17-18-20-22-23-25,9
863,M1_aleatorio_puro,01-03-04-07-08-09-10-13-14-15-18-19-21-24-25,11
863,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-17-19-21-23-24-25,10
863,M3_mais_atrasadas,04-06-07-08-09-10-11-12-13-16-17-21-22-24-25,9
863,M4_par_impar_balanceado,01-02-06-07-08-10-11-12-14-15-16-19-21-24-25,8
863,M5_soma_faixa_comum,01-06-07-08-09-10-11-12-13-16-17-19-23-24-25,10
864,M1_aleatorio_puro,01-03-05-07-10-12-13-14-16-17-20-21-22-23-25,9
864,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-17-19-21-23-24-25,9
864,M3_mais_atrasadas,02-04-05-06-09-10-11-12-14-18-19-20-21-22-23,8
864,M4_par_impar_balanceado,01-02-05-07-08-10-14-18-19-20-21-22-23-24-25,8
864,M5_soma_faixa_comum,03-05-06-07-10-12-14-15-16-17-18-19-20-21-23,11
865,M1_aleatorio_puro,01-04-05-06-08-09-10-11-13-15-17-18-20-21-22,10
865,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-17-19-21-23-24-25,8
865,M3_mais_atrasadas,01-02-03-04-05-07-08-09-11-14-15-20-21-24-25,8
865,M4_par_impar_balanceado,04-05-06-07-08-09-10-12-13-15-16-22-23-24-25,9
865,M5_soma_faixa_comum,02-04-05-06-09-10-12-14-17-18-19-21-22-23-24,9
866,M1_aleatorio_puro,01-02-04-05-07-08-12-13-14-17-18-21-23-24-25,10
866,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-17-19-21-23-24-25,8
866,M3_mais_atrasadas,01-02-03-04-06-07-08-09-11-12-14-15-16-17-24,9
866,M4_par_impar_balanceado,02-03-04-08-10-13-15-16-17-18-19-21-22-24-25,7
866,M5_soma_faixa_comum,01-02-03-04-09-11-14-15-16-17-18-20-23-24-25,10
867,M1_aleatorio_puro,01-05-07-08-09-12-15-16-17-18-21-22-23-24-25,8
867,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-17-19-21-23-24-25,9
867,M3_mais_atrasadas,02-03-04-05-06-09-12-14-15-16-17-19-21-22-25,11
867,M4_par_impar_balanceado,04-07-10-11-13-14-15-16-17-18-19-20-22-23-24,7
867,M5_soma_faixa_comum,03-04-05-06-07-09-11-13-15-16-17-18-19-20-25,8
868,M1_aleatorio_puro,01-02-03-05-07-11-12-13-16-17-18-19-20-22-23,9
868,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,10
868,M3_mais_atrasadas,01-09-11-12-13-14-15-16-17-18-19-20-21-23-24,10
868,M4_par_impar_balanceado,02-04-05-07-08-09-10-12-14-15-17-18-22-23-25,8
868,M5_soma_faixa_comum,01-02-04-07-11-12-13-14-15-16-17-18-19-21-22,10
869,M1_aleatorio_puro,01-02-03-06-08-13-14-15-17-18-19-20-21-22-24,9
869,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,10
869,M3_mais_atrasadas,04-05-06-07-08-11-13-15-16-17-18-19-20-23-25,6
869,M4_par_impar_balanceado,01-02-05-06-08-11-12-14-15-16-17-19-20-24-25,8
869,M5_soma_faixa_comum,01-04-05-06-07-09-10-12-13-15-16-20-23-24-25,9
870,M1_aleatorio_puro,02-04-07-08-10-11-12-13-15-17-18-19-23-24-25,10
870,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,7
870,M3_mais_atrasadas,02-04-05-07-08-09-11-13-15-16-17-18-19-21-23,10
870,M4_par_impar_balanceado,01-02-07-08-09-10-11-12-14-15-18-21-22-23-24,9
870,M5_soma_faixa_comum,01-02-03-06-07-08-10-13-14-17-18-19-21-22-24,10
871,M1_aleatorio_puro,04-05-06-07-08-09-11-12-13-15-18-19-20-23-25,9
871,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,10
871,M3_mais_atrasadas,03-06-09-11-12-14-15-18-19-20-21-22-23-24-25,9
871,M4_par_impar_balanceado,02-03-05-06-08-09-12-13-15-16-17-19-20-22-24,11
871,M5_soma_faixa_comum,02-04-06-08-09-10-11-12-13-14-17-19-22-23-25,13
872,M1_aleatorio_puro,01-02-04-05-08-10-11-13-14-16-18-19-20-23-24,9
872,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,8
872,M3_mais_atrasadas,01-03-05-06-07-09-10-11-14-16-17-18-20-21-25,9
872,M4_par_impar_balanceado,01-03-04-08-09-10-12-13-16-19-20-21-22-24-25,7
872,M5_soma_faixa_comum,01-03-04-06-07-08-09-13-14-19-20-21-23-24-25,8
873,M1_aleatorio_puro,01-04-05-10-12-13-14-16-18-19-20-21-22-23-25,6
873,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,9
873,M3_mais_atrasadas,03-06-08-09-10-11-13-15-16-19-20-21-22-24-25,9
873,M4_par_impar_balanceado,01-03-04-05-06-08-10-14-17-18-20-21-23-24-25,7
873,M5_soma_faixa_comum,01-02-05-06-07-11-13-14-17-19-21-22-23-24-25,9
874,M1_aleatorio_puro,01-02-03-04-05-06-07-09-11-12-13-17-20-21-23,10
874,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,7
874,M3_mais_atrasadas,01-03-04-05-06-10-13-15-16-18-19-20-21-23-24,10
874,M4_par_impar_balanceado,01-02-04-05-06-07-08-10-12-13-14-15-19-22-23,10
874,M5_soma_faixa_comum,01-02-07-08-09-10-11-13-14-16-18-19-20-22-23,10
875,M1_aleatorio_puro,01-02-03-04-08-09-11-12-14-15-16-17-20-21-24,8
875,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,10
875,M3_mais_atrasadas,01-02-03-09-11-12-13-14-15-17-18-19-22-24-25,9
875,M4_par_impar_balanceado,01-02-03-04-05-08-09-10-12-13-17-18-19-22-24,10
875,M5_soma_faixa_comum,03-05-06-07-08-09-11-12-14-17-18-19-20-21-23,7
876,M1_aleatorio_puro,01-02-03-05-07-09-10-12-13-14-15-19-22-23-24,9
876,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,8
876,M3_mais_atrasadas,01-03-05-06-07-11-12-14-16-17-18-19-20-21-25,11
876,M4_par_impar_balanceado,04-05-06-07-08-12-13-14-15-16-17-19-20-21-24,10
876,M5_soma_faixa_comum,01-04-05-06-08-09-12-14-15-16-17-19-22-24-25,8
877,M1_aleatorio_puro,01-03-06-08-09-12-14-15-16-17-18-19-20-22-25,9
877,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,9
877,M3_mais_atrasadas,01-02-04-08-09-10-11-15-16-17-19-20-21-22-24,8
877,M4_par_impar_balanceado,03-05-06-07-10-11-12-14-16-17-18-20-22-23-25,9
877,M5_soma_faixa_comum,01-02-03-07-08-10-12-15-16-18-19-21-23-24-25,11
878,M1_aleatorio_puro,02-03-05-06-08-09-10-11-13-14-18-19-22-23-25,11
878,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,10
878,M3_mais_atrasadas,01-02-04-05-06-10-11-12-15-17-20-21-22-24-25,8
878,M4_par_impar_balanceado,01-02-04-06-08-09-10-11-12-15-17-19-22-24-25,8
878,M5_soma_faixa_comum,02-03-04-05-06-07-09-11-13-16-18-19-22-23-24,10
879,M1_aleatorio_puro,01-03-04-05-06-07-09-10-11-12-15-18-22-23-24,10
879,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,10
879,M3_mais_atrasadas,03-04-06-08-09-11-12-15-17-18-19-20-21-23-24,8
879,M4_par_impar_balanceado,02-03-06-08-09-10-15-17-18-19-20-22-23-24-25,9
879,M5_soma_faixa_comum,03-04-05-07-08-09-10-11-14-16-17-18-19-22-23,8
880,M1_aleatorio_puro,01-02-03-04-05-07-09-10-11-13-18-19-20-22-23,8
880,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,8
880,M3_mais_atrasadas,01-03-05-06-07-08-11-14-15-17-18-19-20-21-23,9
880,M4_par_impar_balanceado,01-02-03-04-06-07-08-10-11-14-15-17-20-24-25,8
880,M5_soma_faixa_comum,01-03-04-05-07-08-09-12-13-19-20-21-22-23-24,8
881,M1_aleatorio_puro,01-02-03-04-05-06-09-10-11-13-15-18-20-21-22,10
881,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,8
881,M3_mais_atrasadas,01-03-04-05-06-09-11-12-13-15-16-17-19-20-21,11
881,M4_par_impar_balanceado,01-02-03-04-05-06-09-10-11-12-17-18-20-24-25,7
881,M5_soma_faixa_comum,01-02-03-06-08-09-10-14-15-17-19-21-23-24-25,9
882,M1_aleatorio_puro,01-03-04-05-07-10-11-13-14-16-17-18-21-23-24,9
882,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,10
882,M3_mais_atrasadas,02-04-10-11-12-13-14-16-17-18-19-21-23-24-25,11
882,M4_par_impar_balanceado,01-02-03-06-07-08-09-12-13-14-15-16-17-18-22,10
882,M5_soma_faixa_comum,03-04-05-07-08-10-12-14-16-17-18-19-20-23-24,9
883,M1_aleatorio_puro,01-03-04-05-06-10-11-12-15-17-18-19-20-21-24,9
883,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,6
883,M3_mais_atrasadas,01-03-04-05-06-08-09-10-13-15-16-17-20-21-23,9
883,M4_par_impar_balanceado,01-02-05-06-10-12-13-15-16-17-20-21-22-23-24,8
883,M5_soma_faixa_comum,02-03-04-07-09-11-12-13-16-17-19-20-21-22-25,10
884,M1_aleatorio_puro,01-02-03-06-10-11-14-15-16-18-19-20-21-22-24,7
884,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,8
884,M3_mais_atrasadas,01-02-04-07-10-11-13-14-15-18-19-20-21-23-24,10
884,M4_par_impar_balanceado,01-04-05-06-07-08-13-14-15-16-17-18-21-22-24,9
884,M5_soma_faixa_comum,01-02-04-07-08-09-10-11-12-14-18-21-22-23-24,9
885,M1_aleatorio_puro,02-03-05-10-11-12-13-14-15-16-19-20-22-23-24,10
885,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,8
885,M3_mais_atrasadas,02-03-05-06-09-10-11-14-16-17-20-22-23-24-25,9
885,M4_par_impar_balanceado,05-06-07-08-09-10-12-14-16-18-19-21-23-24-25,10
885,M5_soma_faixa_comum,02-04-05-06-08-09-10-11-13-15-18-21-22-23-25,9
886,M1_aleatorio_puro,01-02-03-04-06-07-08-10-13-14-16-17-18-19-22,9
886,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,9
886,M3_mais_atrasadas,01-03-04-06-08-09-10-12-13-14-20-21-23-24-25,10
886,M4_par_impar_balanceado,02-04-07-08-09-10-13-15-16-17-19-20-22-24-25,9
886,M5_soma_faixa_comum,02-03-04-05-06-07-09-11-12-13-19-20-23-24-25,8
887,M1_aleatorio_puro,04-07-08-09-10-12-13-14-15-16-18-20-22-23-25,8
887,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,9
887,M3_mais_atrasadas,02-03-05-06-07-09-14-15-17-18-19-20-22-24-25,8
887,M4_par_impar_balanceado,01-02-08-10-11-12-13-15-16-20-21-22-23-24-25,11
887,M5_soma_faixa_comum,01-04-06-07-09-10-12-13-14-16-17-19-21-22-24,8
888,M1_aleatorio_puro,03-06-07-11-12-13-14-15-16-17-18-19-22-23-24,12
888,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,10
888,M3_mais_atrasadas,02-03-04-05-07-08-09-10-13-14-16-19-22-24-25,7
888,M4_par_impar_balanceado,02-03-04-05-08-12-15-16-19-20-21-22-23-24-25,8
888,M5_soma_faixa_comum,02-03-04-06-08-11-12-13-14-16-17-18-19-20-21,12
889,M1_aleatorio_puro,02-03-04-06-08-10-12-18-19-20-21-22-23-24-25,9
889,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,9
889,M3_mais_atrasadas,01-02-04-05-07-08-09-10-14-15-18-21-22-23-25,9
889,M4_par_impar_balanceado,02-04-05-07-08-09-14-15-16-17-18-22-23-24-25,9
889,M5_soma_faixa_comum,01-02-03-06-07-10-12-13-14-16-17-18-19-21-22,10
890,M1_aleatorio_puro,01-02-03-08-09-10-11-12-14-17-19-20-22-23-24,9
890,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,8
890,M3_mais_atrasadas,01-03-04-06-08-09-10-14-15-17-18-19-20-23-24,10
890,M4_par_impar_balanceado,02-03-04-05-07-08-10-11-12-14-17-18-19-23-24,12
890,M5_soma_faixa_comum,02-04-05-06-10-13-14-15-16-17-18-20-22-23-25,8
891,M1_aleatorio_puro,02-04-07-08-09-10-12-13-15-17-20-21-22-24-25,8
891,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,9
891,M3_mais_atrasadas,03-05-08-09-10-12-13-14-15-18-19-20-21-22-25,8
891,M4_par_impar_balanceado,01-02-03-08-09-10-12-13-14-15-19-20-22-23-24,8
891,M5_soma_faixa_comum,01-02-03-04-05-07-13-14-15-16-18-19-20-24-25,9
892,M1_aleatorio_puro,06-07-08-09-10-11-13-14-15-16-19-22-23-24-25,8
892,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,9
892,M3_mais_atrasadas,02-03-04-05-08-09-10-11-12-13-17-18-20-22-23,8
892,M4_par_impar_balanceado,03-04-06-08-11-12-14-15-16-17-20-21-22-23-25,8
892,M5_soma_faixa_comum,01-03-04-05-06-08-11-12-15-17-18-20-21-23-24,8
893,M1_aleatorio_puro,02-03-05-06-07-08-09-12-14-15-17-20-22-23-24,11
893,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,9
893,M3_mais_atrasadas,02-03-04-07-08-09-11-12-15-16-17-18-22-23-25,10
893,M4_par_impar_balanceado,01-02-04-06-08-09-11-13-14-16-19-21-22-24-25,10
893,M5_soma_faixa_comum,01-02-04-06-07-11-12-13-16-18-19-20-21-23-25,8
894,M1_aleatorio_puro,01-02-05-07-10-12-14-15-16-17-19-21-22-23-25,10
894,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,11
894,M3_mais_atrasadas,07-08-09-10-12-13-14-15-16-17-18-19-21-23-25,9
894,M4_par_impar_balanceado,01-02-05-06-08-10-12-13-14-15-17-20-23-24-25,10
894,M5_soma_faixa_comum,03-05-06-08-09-11-12-13-15-17-19-20-22-23-25,9
895,M1_aleatorio_puro,01-06-08-09-10-13-14-15-16-18-19-20-21-22-23,7
895,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,9
895,M3_mais_atrasadas,02-03-04-06-07-08-10-11-15-16-17-20-23-24-25,9
895,M4_par_impar_balanceado,01-04-05-06-08-10-11-13-14-15-17-18-22-23-24,8
895,M5_soma_faixa_comum,02-03-05-07-09-10-13-14-16-18-19-20-21-24-25,9
896,M1_aleatorio_puro,03-04-06-07-08-09-10-11-13-14-15-19-22-23-24,9
896,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,9
896,M3_mais_atrasadas,01-07-09-10-12-14-15-17-18-20-21-22-23-24-25,8
896,M4_par_impar_balanceado,01-03-04-06-08-11-12-14-16-17-18-19-21-22-25,9
896,M5_soma_faixa_comum,02-03-05-08-10-12-13-14-15-16-18-20-22-24-25,8
897,M1_aleatorio_puro,02-03-05-07-09-11-13-14-15-17-21-22-23-24-25,10
897,M2_mais_frequentes,01-02-03-04-11-12-13-14-15-19-21-22-23-24-25,7
897,M3_mais_atrasadas,04-05-09-10-11-13-14-16-18-20-21-22-23-24-25,10
897,M4_par_impar_balanceado,03-04-06-09-10-11-12-13-14-16-17-19-22-23-24,8
